temps,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,x21,y21,x22,y22,x23,y23,x24,y24,x25,y25,x26,y26,x27,y27,x28,y28,x29,y29,x30,y30,x31,y31,x32,y32,x33,y33,x34,y34,x35,y35,x36,y36,x37,y37,x38,y38,x39,y39,x40,y40,x41,y41,x42,y42,x43,y43,x44,y44,x45,y45,x46,y46,x47,y47,x48,y48,x49,y49,x50,y50,x51,y51,x52,y52,x53,y53,x54,y54,x55,y55,x56,y56,x57,y57,x58,y58,x59,y59,x60,y60,x61,y61,x62,y62,x63,y63,x64,y64,x65,y65,x66,y66,x67,y67,x68,y68,x69,y69,x70,y70,x71,y71,x72,y72,x73,y73,x74,y74,x75,y75,x76,y76,x77,y77,x78,y78,x79,y79,x80,y80,x81,y81,x82,y82,x83,y83,x84,y84,x85,y85,x86,y86,x87,y87,x88,y88,x89,y89,x90,y90,x91,y91,x92,y92,x93,y93,x94,y94,x95,y95,x96,y96,x97,y97,x98,y98,x99,y99
1.25,6.34458,114.908,10.0799,129.479,35.1337,54.0172,99.2512,54.7303,79.4215,55.9556,47.8287,118.407,16.1003,117.546,32.9857,63.0895,2.36354,131.802,36.7515,128.363,22.3841,48.1347,40.4859,75.0576,93.5808,43.7516,39.4772,124.822,23.3151,119.89,7.77798,96.6562,24.0149,85.0409,25.6676,72.8603,66.0506,102.174,6.77167,97.7133,72.8636,133.17,57.8592,70.5979,6.21918,74.9319,94.9848,68.0161,9.01593,136.279,38.2439,82.7462,76.1851,60.1762,20.7092,111.409,14.6765,84.8227,33.2436,77.9471,59.8818,70.7288,41.6375,42.6894,57.0028,118.118,15.696,44.4146,39.6888,132.214,58.8595,70.8052,87.6878,48.0207,56.6309,116.283,13.0796,111.668,22.2217,91.9579,37.2516,132.866,49.3935,130.575,45.72,113.137,94.1411,124.212,29.0065,55.3924,25.5351,135.485,82.8557,72.6635,90.9844,113.879,65.1399,71.0404,21.2636,46.9644,30.4235,80.2838,51.8828,125.569,8.67331,54.796,26.4385,138.543,95.0518,135.373,84.1004,93.723,72.3328,124.824,71.151,121.39,52.4864,128.995,91.4261,120.796,21.0042,85.4827,69.281,43.6932,6.87628,90.8374,40.3634,44.9679,41.7447,109.255,29.4147,77.736,13.9939,93.4348,17.9142,81.786,67.3047,139.093,58.3095,104.505,63.9089,138.553,67.2965,118.78,89.177,126.376,65.8421,96.4998,69.4118,91.6384,58.0577,103.126,60.0957,60.4911,2.90615,78.9619,48.8587,115.938,67.5899,77.9955,58.4253,49.7715,94.5035,94.7305,25.7878,119.348,77.0123,139.878,17.862,140.014,57.7296,127.609,57.7316,121.264,29.2168,106.878,42.7764,75.8063,85.2848,118.136,40.7994,107.688,93.8572,50.2037,7.58527,65.286,28.4699,51.0117,49.0591,61.9052,35.5123,64.6424,45.0758,70.078,86.541,86.5146,45.3229,133.129,29.2393,44.3959
1.26,6.34458,114.783,10.0799,129.354,35.1337,53.8927,99.2512,54.6057,79.4215,55.831,47.8287,118.283,16.1003,117.422,32.9857,62.9649,2.36354,131.677,36.7515,128.238,22.3841,48.0101,40.4859,74.9331,93.5808,43.627,39.4772,124.697,23.3151,119.765,7.77798,96.5316,24.0149,84.9163,25.6676,72.7357,66.0506,102.049,6.77167,97.5887,72.8636,133.046,57.8592,70.4733,6.21918,74.8073,94.9848,67.8915,9.01593,136.154,38.2439,82.6216,76.1851,60.0516,20.7092,111.285,14.6765,84.6981,33.2436,77.8226,59.8818,70.6042,41.6375,42.5649,57.0028,117.993,15.696,44.29,39.6888,132.089,58.8595,70.6806,87.6878,47.8961,56.6309,116.158,13.0796,111.544,22.2217,91.8334,37.2516,132.741,49.3935,130.45,45.72,113.012,94.1411,124.087,29.0065,55.2678,25.5351,135.36,82.8557,72.5389,90.9844,113.755,65.1399,70.9158,21.2636,46.8398,30.4235,80.1592,51.8828,125.444,8.67331,54.6715,26.4385,138.419,95.0518,135.248,84.1004,93.5984,72.3328,124.7,71.151,121.265,52.4864,128.87,91.4261,120.672,21.0042,85.3581,69.281,43.5686,6.87628,90.7128,40.3634,44.8433,41.7447,109.13,29.4147,77.6114,13.9939,93.3102,17.9142,81.6614,67.3047,138.968,58.3095,104.381,63.9089,138.429,67.2965,118.655,89.177,126.251,65.8421,96.3752,69.4118,91.5138,58.0577,103.002,60.0957,60.3665,2.90615,78.8373,48.8587,115.814,67.5899,77.8709,58.4253,49.6469,94.5035,94.6059,25.7878,119.224,77.0123,139.753,17.862,139.89,57.7296,127.485,57.7316,121.139,29.2168,106.754,42.7764,75.6817,85.2848,118.012,40.7994,107.564,93.8572,50.0791,7.58527,65.1614,28.4699,50.8872,49.0591,61.7806,35.5123,64.5178,45.0758,69.9534,86.541,86.39,45.3229,133.005,29.2393,44.2713
1.27,6.34458,114.658,10.0799,129.229,35.1337,53.7671,99.2512,54.4802,79.4215,55.7054,47.8287,118.157,16.1003,117.296,32.9857,62.8393,2.36354,131.551,36.7515,128.113,22.3841,47.8845,40.4859,74.8075,93.5808,43.5014,39.4772,124.572,23.3151,119.64,7.77798,96.406,24.0149,84.7907,25.6676,72.6102,66.0506,101.924,6.77167,97.4631,72.8636,132.92,57.8592,70.3478,6.21918,74.6817,94.9848,67.766,9.01593,136.029,38.2439,82.496,76.1851,59.926,20.7092,111.159,14.6765,84.5725,33.2436,77.697,59.8818,70.4786,41.6375,42.4393,57.0028,117.868,15.696,44.1644,39.6888,131.963,58.8595,70.555,87.6878,47.7705,56.6309,116.033,13.0796,111.418,22.2217,91.7078,37.2516,132.616,49.3935,130.325,45.72,112.887,94.1411,123.961,29.0065,55.1422,25.5351,135.235,82.8557,72.4133,90.9844,113.629,65.1399,70.7903,21.2636,46.7142,30.4235,80.0337,51.8828,125.318,8.67331,54.5459,26.4385,138.293,95.0518,135.122,84.1004,93.4729,72.3328,124.574,71.151,121.14,52.4864,128.745,91.4261,120.546,21.0042,85.2326,69.281,43.443,6.87628,90.5872,40.3634,44.7177,41.7447,109.004,29.4147,77.4858,13.9939,93.1847,17.9142,81.5358,67.3047,138.843,58.3095,104.255,63.9089,138.303,67.2965,118.53,89.177,126.126,65.8421,96.2497,69.4118,91.3883,58.0577,102.876,60.0957,60.2409,2.90615,78.7117,48.8587,115.688,67.5899,77.7453,58.4253,49.5213,94.5035,94.4804,25.7878,119.098,77.0123,139.627,17.862,139.764,57.7296,127.359,57.7316,121.013,29.2168,106.628,42.7764,75.5561,85.2848,117.886,40.7994,107.438,93.8572,49.9535,7.58527,65.0358,28.4699,50.7616,49.0591,61.6551,35.5123,64.3922,45.0758,69.8278,86.541,86.2644,45.3229,132.879,29.2393,44.1457
1.28,6.34458,114.531,10.0799,129.102,35.1337,53.6405,99.2512,54.3536,79.4215,55.5789,47.8287,118.03,16.1003,117.17,32.9857,62.7128,2.36354,131.425,36.7515,127.986,22.3841,47.758,40.4859,74.6809,93.5808,43.3749,39.4772,124.445,23.3151,119.513,7.77798,96.2795,24.0149,84.6642,25.6676,72.4836,66.0506,101.797,6.77167,97.3366,72.8636,132.794,57.8592,70.2212,6.21918,74.5552,94.9848,67.6394,9.01593,135.902,38.2439,82.3695,76.1851,59.7995,20.7092,111.032,14.6765,84.446,33.2436,77.5704,59.8818,70.3521,41.6375,42.3127,57.0028,117.741,15.696,44.0378,39.6888,131.837,58.8595,70.4285,87.6878,47.644,56.6309,115.906,13.0796,111.292,22.2217,91.5812,37.2516,132.489,49.3935,130.198,45.72,112.76,94.1411,123.835,29.0065,55.0157,25.5351,135.108,82.8557,72.2868,90.9844,113.503,65.1399,70.6637,21.2636,46.5877,30.4235,79.9071,51.8828,125.192,8.67331,54.4193,26.4385,138.167,95.0518,134.996,84.1004,93.3463,72.3328,124.448,71.151,121.013,52.4864,128.618,91.4261,120.42,21.0042,85.106,69.281,43.3165,6.87628,90.4607,40.3634,44.5912,41.7447,108.878,29.4147,77.3593,13.9939,93.0581,17.9142,81.4093,67.3047,138.716,58.3095,104.129,63.9089,138.177,67.2965,118.403,89.177,125.999,65.8421,96.1231,69.4118,91.2617,58.0577,102.75,60.0957,60.1144,2.90615,78.5852,48.8587,115.561,67.5899,77.6188,58.4253,49.3948,94.5035,94.3538,25.7878,118.972,77.0123,139.501,17.862,139.637,57.7296,127.232,57.7316,120.887,29.2168,106.502,42.7764,75.4296,85.2848,117.76,40.7994,107.311,93.8572,49.827,7.58527,64.9093,28.4699,50.635,49.0591,61.5285,35.5123,64.2657,45.0758,69.7013,86.541,86.1379,45.3229,132.752,29.2393,44.0191
1.29,6.34458,114.403,10.0799,128.975,35.1337,53.513,99.2512,54.2261,79.4215,55.4513,47.8287,117.903,16.1003,117.042,32.9857,62.5852,2.36354,131.297,36.7515,127.859,22.3841,47.6305,40.4859,74.5534,93.5808,43.2474,39.4772,124.317,23.3151,119.386,7.77798,96.1519,24.0149,84.5366,25.6676,72.3561,66.0506,101.669,6.77167,97.209,72.8636,132.666,57.8592,70.0937,6.21918,74.4277,94.9848,67.5119,9.01593,135.775,38.2439,82.2419,76.1851,59.6719,20.7092,110.905,14.6765,84.3184,33.2436,77.4429,59.8818,70.2246,41.6375,42.1852,57.0028,117.614,15.696,43.9103,39.6888,131.709,58.8595,70.301,87.6878,47.5165,56.6309,115.779,13.0796,111.164,22.2217,91.4537,37.2516,132.361,49.3935,130.071,45.72,112.633,94.1411,123.707,29.0065,54.8882,25.5351,134.981,82.8557,72.1593,90.9844,113.375,65.1399,70.5362,21.2636,46.4601,30.4235,79.7796,51.8828,125.064,8.67331,54.2918,26.4385,138.039,95.0518,134.868,84.1004,93.2188,72.3328,124.32,71.151,120.886,52.4864,128.491,91.4261,120.292,21.0042,84.9785,69.281,43.1889,6.87628,90.3332,40.3634,44.4637,41.7447,108.75,29.4147,77.2318,13.9939,92.9306,17.9142,81.2818,67.3047,138.589,58.3095,104.001,63.9089,138.049,67.2965,118.276,89.177,125.872,65.8421,95.9956,69.4118,91.1342,58.0577,102.622,60.0957,59.9868,2.90615,78.4577,48.8587,115.434,67.5899,77.4912,58.4253,49.2672,94.5035,94.2263,25.7878,118.844,77.0123,139.373,17.862,139.51,57.7296,127.105,57.7316,120.759,29.2168,106.374,42.7764,75.3021,85.2848,117.632,40.7994,107.184,93.8572,49.6994,7.58527,64.7817,28.4699,50.5075,49.0591,61.401,35.5123,64.1381,45.0758,69.5738,86.541,86.0103,45.3229,132.625,29.2393,43.8916
1.3,6.34458,114.275,10.0799,128.846,35.1337,53.3845,99.2512,54.0976,79.4215,55.3228,47.8287,117.774,16.1003,116.914,32.9857,62.4567,2.36354,131.169,36.7515,127.73,22.3841,47.502,40.4859,74.4249,93.5808,43.1188,39.4772,124.189,23.3151,119.257,7.77798,96.0234,24.0149,84.4081,25.6676,72.2276,66.0506,101.541,6.77167,97.0805,72.8636,132.538,57.8592,69.9652,6.21918,74.2991,94.9848,67.3834,9.01593,135.646,38.2439,82.1134,76.1851,59.5434,20.7092,110.776,14.6765,84.1899,33.2436,77.3144,59.8818,70.096,41.6375,42.0567,57.0028,117.485,15.696,43.7818,39.6888,131.581,58.8595,70.1724,87.6878,47.388,56.6309,115.65,13.0796,111.036,22.2217,91.3252,37.2516,132.233,49.3935,129.942,45.72,112.504,94.1411,123.579,29.0065,54.7596,25.5351,134.852,82.8557,72.0308,90.9844,113.247,65.1399,70.4077,21.2636,46.3316,30.4235,79.6511,51.8828,124.936,8.67331,54.1633,26.4385,137.911,95.0518,134.74,84.1004,93.0903,72.3328,124.192,71.151,120.757,52.4864,128.362,91.4261,120.164,21.0042,84.85,69.281,43.0604,6.87628,90.2046,40.3634,44.3351,41.7447,108.622,29.4147,77.1032,13.9939,92.8021,17.9142,81.1533,67.3047,138.46,58.3095,103.873,63.9089,137.921,67.2965,118.147,89.177,125.743,65.8421,95.8671,69.4118,91.0057,58.0577,102.493,60.0957,59.8583,2.90615,78.3292,48.8587,115.305,67.5899,77.3627,58.4253,49.1387,94.5035,94.0978,25.7878,118.715,77.0123,139.245,17.862,139.381,57.7296,126.976,57.7316,120.631,29.2168,106.246,42.7764,75.1736,85.2848,117.503,40.7994,107.055,93.8572,49.5709,7.58527,64.6532,28.4699,50.379,49.0591,61.2725,35.5123,64.0096,45.0758,69.4453,86.541,85.8818,45.3229,132.496,29.2393,43.7631
1.31,6.34458,114.145,10.0799,128.717,35.1337,53.255,99.2512,53.9681,79.4215,55.1933,47.8287,117.645,16.1003,116.784,32.9857,62.3272,2.36354,131.039,36.7515,127.601,22.3841,47.3725,40.4859,74.2954,93.5808,42.9894,39.4772,124.059,23.3151,119.128,7.77798,95.8939,24.0149,84.2786,25.6676,72.0981,66.0506,101.411,6.77167,96.951,72.8636,132.408,57.8592,69.8357,6.21918,74.1697,94.9848,67.2539,9.01593,135.517,38.2439,81.9839,76.1851,59.4139,20.7092,110.647,14.6765,84.0604,33.2436,77.1849,59.8818,69.9666,41.6375,41.9272,57.0028,117.356,15.696,43.6523,39.6888,131.451,58.8595,70.043,87.6878,47.2585,56.6309,115.521,13.0796,110.906,22.2217,91.1957,37.2516,132.103,49.3935,129.813,45.72,112.375,94.1411,123.449,29.0065,54.6302,25.5351,134.723,82.8557,71.9013,90.9844,113.117,65.1399,70.2782,21.2636,46.2021,30.4235,79.5216,51.8828,124.806,8.67331,54.0338,26.4385,137.781,95.0518,134.61,84.1004,92.9608,72.3328,124.062,71.151,120.628,52.4864,128.233,91.4261,120.034,21.0042,84.7205,69.281,42.9309,6.87628,90.0751,40.3634,44.2057,41.7447,108.492,29.4147,76.9737,13.9939,92.6726,17.9142,81.0238,67.3047,138.331,58.3095,103.743,63.9089,137.791,67.2965,118.018,89.177,125.614,65.8421,95.7376,69.4118,90.8762,58.0577,102.364,60.0957,59.7288,2.90615,78.1997,48.8587,115.176,67.5899,77.2332,58.4253,49.0092,94.5035,93.9683,25.7878,118.586,77.0123,139.115,17.862,139.252,57.7296,126.847,57.7316,120.501,29.2168,106.116,42.7764,75.0441,85.2848,117.374,40.7994,106.926,93.8572,49.4414,7.58527,64.5237,28.4699,50.2495,49.0591,61.143,35.5123,63.8801,45.0758,69.3158,86.541,85.7523,45.3229,132.367,29.2393,43.6336
1.32,6.34458,114.015,10.0799,128.586,35.1337,53.1245,99.2512,53.8376,79.4215,55.0628,47.8287,117.514,16.1003,116.654,32.9857,62.1968,2.36354,130.909,36.7515,127.47,22.3841,47.242,40.4859,74.1649,93.5808,42.8589,39.4772,123.929,23.3151,118.997,7.77798,95.7635,24.0149,84.1482,25.6676,71.9676,66.0506,101.281,6.77167,96.8206,72.8636,132.278,57.8592,69.7052,6.21918,74.0392,94.9848,67.1234,9.01593,135.386,38.2439,81.8535,76.1851,59.2835,20.7092,110.516,14.6765,83.93,33.2436,77.0544,59.8818,69.8361,41.6375,41.7967,57.0028,117.225,15.696,43.5218,39.6888,131.321,58.8595,69.9125,87.6878,47.128,56.6309,115.39,13.0796,110.776,22.2217,91.0652,37.2516,131.973,49.3935,129.682,45.72,112.244,94.1411,123.319,29.0065,54.4997,25.5351,134.592,82.8557,71.7708,90.9844,112.987,65.1399,70.1477,21.2636,46.0717,30.4235,79.3911,51.8828,124.676,8.67331,53.9033,26.4385,137.651,95.0518,134.48,84.1004,92.8303,72.3328,123.932,71.151,120.497,52.4864,128.102,91.4261,119.904,21.0042,84.59,69.281,42.8005,6.87628,89.9447,40.3634,44.0752,41.7447,108.362,29.4147,76.8433,13.9939,92.5421,17.9142,80.8933,67.3047,138.2,58.3095,103.613,63.9089,137.661,67.2965,117.887,89.177,125.483,65.8421,95.6071,69.4118,90.7457,58.0577,102.234,60.0957,59.5984,2.90615,78.0692,48.8587,115.045,67.5899,77.1027,58.4253,48.8787,94.5035,93.8378,25.7878,118.456,77.0123,138.985,17.862,139.121,57.7296,126.716,57.7316,120.371,29.2168,105.986,42.7764,74.9136,85.2848,117.244,40.7994,106.795,93.8572,49.311,7.58527,64.3933,28.4699,50.119,49.0591,61.0125,35.5123,63.7497,45.0758,69.1853,86.541,85.6219,45.3229,132.236,29.2393,43.5031
1.33,6.34458,113.884,10.0799,128.455,35.1337,52.9931,99.2512,53.7062,79.4215,54.9314,47.8287,117.383,16.1003,116.522,32.9857,62.0653,2.36354,130.777,36.7515,127.339,22.3841,47.1105,40.4859,74.0335,93.5808,42.7274,39.4772,123.798,23.3151,118.866,7.77798,95.632,24.0149,84.0167,25.6676,71.8362,66.0506,101.15,6.77167,96.6891,72.8636,132.146,57.8592,69.5738,6.21918,73.9077,94.9848,66.992,9.01593,135.255,38.2439,81.722,76.1851,59.152,20.7092,110.385,14.6765,83.7985,33.2436,76.923,59.8818,69.7046,41.6375,41.6653,57.0028,117.094,15.696,43.3904,39.6888,131.189,58.8595,69.781,87.6878,46.9965,56.6309,115.259,13.0796,110.644,22.2217,90.9338,37.2516,131.842,49.3935,129.551,45.72,112.113,94.1411,123.187,29.0065,54.3682,25.5351,134.461,82.8557,71.6393,90.9844,112.855,65.1399,70.0162,21.2636,45.9402,30.4235,79.2596,51.8828,124.544,8.67331,53.7719,26.4385,137.519,95.0518,134.348,84.1004,92.6989,72.3328,123.8,71.151,120.366,52.4864,127.971,91.4261,119.772,21.0042,84.4586,69.281,42.669,6.87628,89.8132,40.3634,43.9437,41.7447,108.23,29.4147,76.7118,13.9939,92.4107,17.9142,80.7618,67.3047,138.069,58.3095,103.481,63.9089,137.529,67.2965,117.756,89.177,125.352,65.8421,95.4757,69.4118,90.6143,58.0577,102.102,60.0957,59.4669,2.90615,77.9377,48.8587,114.914,67.5899,76.9713,58.4253,48.7473,94.5035,93.7063,25.7878,118.324,77.0123,138.853,17.862,138.99,57.7296,126.585,57.7316,120.239,29.2168,105.854,42.7764,74.7821,85.2848,117.112,40.7994,106.664,93.8572,49.1795,7.58527,64.2618,28.4699,49.9876,49.0591,60.8811,35.5123,63.6182,45.0758,69.0538,86.541,85.4904,45.3229,132.105,29.2393,43.3717
1.34,6.34458,113.751,10.0799,128.322,35.1337,52.8606,99.2512,53.5737,79.4215,54.799,47.8287,117.251,16.1003,116.39,32.9857,61.9329,2.36354,130.645,36.7515,127.206,22.3841,46.9781,40.4859,73.901,93.5808,42.595,39.4772,123.665,23.3151,118.733,7.77798,95.4996,24.0149,83.8843,25.6676,71.7037,66.0506,101.017,6.77167,96.5567,72.8636,132.014,57.8592,69.4413,6.21918,73.7753,94.9848,66.8595,9.01593,135.122,38.2439,81.5896,76.1851,59.0196,20.7092,110.253,14.6765,83.6661,33.2436,76.7905,59.8818,69.5722,41.6375,41.5328,57.0028,116.961,15.696,43.258,39.6888,131.057,58.8595,69.6486,87.6878,46.8641,56.6309,115.126,13.0796,110.512,22.2217,90.8013,37.2516,131.709,49.3935,129.418,45.72,111.98,94.1411,123.055,29.0065,54.2358,25.5351,134.328,82.8557,71.5069,90.9844,112.723,65.1399,69.8838,21.2636,45.8078,30.4235,79.1272,51.8828,124.412,8.67331,53.6394,26.4385,137.387,95.0518,134.216,84.1004,92.5664,72.3328,123.668,71.151,120.233,52.4864,127.838,91.4261,119.64,21.0042,84.3261,69.281,42.5366,6.87628,89.6808,40.3634,43.8113,41.7447,108.098,29.4147,76.5794,13.9939,92.2782,17.9142,80.6294,67.3047,137.936,58.3095,103.349,63.9089,137.397,67.2965,117.623,89.177,125.219,65.8421,95.3432,69.4118,90.4818,58.0577,101.97,60.0957,59.3345,2.90615,77.8053,48.8587,114.782,67.5899,76.8389,58.4253,48.6149,94.5035,93.5739,25.7878,118.192,77.0123,138.721,17.862,138.858,57.7296,126.453,57.7316,120.107,29.2168,105.722,42.7764,74.6497,85.2848,116.98,40.7994,106.532,93.8572,49.0471,7.58527,64.1294,28.4699,49.8551,49.0591,60.7486,35.5123,63.4858,45.0758,68.9214,86.541,85.358,45.3229,131.973,29.2393,43.2393
1.35,6.34458,113.618,10.0799,128.189,35.1337,52.7272,99.2512,53.4403,79.4215,54.6655,47.8287,117.117,16.1003,116.256,32.9857,61.7995,2.36354,130.512,36.7515,127.073,22.3841,46.8447,40.4859,73.7676,93.5808,42.4616,39.4772,123.532,23.3151,118.6,7.77798,95.3662,24.0149,83.7509,25.6676,71.5703,66.0506,100.884,6.77167,96.4233,72.8636,131.88,57.8592,69.3079,6.21918,73.6419,94.9848,66.7261,9.01593,134.989,38.2439,81.4561,76.1851,58.8862,20.7092,110.119,14.6765,83.5327,33.2436,76.6571,59.8818,69.4388,41.6375,41.3994,57.0028,116.828,15.696,43.1245,39.6888,130.924,58.8595,69.5152,87.6878,46.7307,56.6309,114.993,13.0796,110.378,22.2217,90.6679,37.2516,131.576,49.3935,129.285,45.72,111.847,94.1411,122.922,29.0065,54.1024,25.5351,134.195,82.8557,71.3735,90.9844,112.589,65.1399,69.7504,21.2636,45.6744,30.4235,78.9938,51.8828,124.279,8.67331,53.506,26.4385,137.253,95.0518,134.083,84.1004,92.433,72.3328,123.534,71.151,120.1,52.4864,127.705,91.4261,119.506,21.0042,84.1927,69.281,42.4032,6.87628,89.5474,40.3634,43.6779,41.7447,107.965,29.4147,76.446,13.9939,92.1448,17.9142,80.496,67.3047,137.803,58.3095,103.215,63.9089,137.263,67.2965,117.49,89.177,125.086,65.8421,95.2098,69.4118,90.3484,58.0577,101.836,60.0957,59.2011,2.90615,77.6719,48.8587,114.648,67.5899,76.7054,58.4253,48.4814,94.5035,93.4405,25.7878,118.058,77.0123,138.588,17.862,138.724,57.7296,126.319,57.7316,119.974,29.2168,105.588,42.7764,74.5163,85.2848,116.846,40.7994,106.398,93.8572,48.9137,7.58527,63.9959,28.4699,49.7217,49.0591,60.6152,35.5123,63.3524,45.0758,68.788,86.541,85.2246,45.3229,131.839,29.2393,43.1058
1.36,6.34458,113.483,10.0799,128.054,35.1337,52.5928,99.2512,53.3059,79.4215,54.5311,47.8287,116.983,16.1003,116.122,32.9857,61.6651,2.36354,130.377,36.7515,126.939,22.3841,46.7103,40.4859,73.6332,93.5808,42.3272,39.4772,123.397,23.3151,118.465,7.77798,95.2318,24.0149,83.6165,25.6676,71.4359,66.0506,100.749,6.77167,96.2889,72.8636,131.746,57.8592,69.1735,6.21918,73.5075,94.9848,66.5917,9.01593,134.855,38.2439,81.3218,76.1851,58.7518,20.7092,109.985,14.6765,83.3983,33.2436,76.5227,59.8818,69.3044,41.6375,41.265,57.0028,116.693,15.696,42.9901,39.6888,130.789,58.8595,69.3808,87.6878,46.5963,56.6309,114.858,13.0796,110.244,22.2217,90.5335,37.2516,131.441,49.3935,129.151,45.72,111.713,94.1411,122.787,29.0065,53.968,25.5351,134.06,82.8557,71.2391,90.9844,112.455,65.1399,69.616,21.2636,45.54,30.4235,78.8594,51.8828,124.144,8.67331,53.3716,26.4385,137.119,95.0518,133.948,84.1004,92.2986,72.3328,123.4,71.151,119.966,52.4864,127.57,91.4261,119.372,21.0042,84.0583,69.281,42.2688,6.87628,89.413,40.3634,43.5435,41.7447,107.83,29.4147,76.3116,13.9939,92.0104,17.9142,80.3616,67.3047,137.669,58.3095,103.081,63.9089,137.129,67.2965,117.356,89.177,124.951,65.8421,95.0754,69.4118,90.214,58.0577,101.702,60.0957,59.0667,2.90615,77.5375,48.8587,114.514,67.5899,76.571,58.4253,48.347,94.5035,93.3061,25.7878,117.924,77.0123,138.453,17.862,138.59,57.7296,126.185,57.7316,119.839,29.2168,105.454,42.7764,74.3819,85.2848,116.712,40.7994,106.264,93.8572,48.7793,7.58527,63.8615,28.4699,49.5873,49.0591,60.4808,35.5123,63.218,45.0758,68.6536,86.541,85.0902,45.3229,131.705,29.2393,42.9714
1.37,6.34458,113.348,10.0799,127.919,35.1337,52.4574,99.2512,53.1705,79.4215,54.3958,47.8287,116.847,16.1003,115.987,32.9857,61.5297,2.36354,130.242,36.7515,126.803,22.3841,46.5749,40.4859,73.4978,93.5808,42.1918,39.4772,123.262,23.3151,118.33,7.77798,95.0964,24.0149,83.4811,25.6676,71.3005,66.0506,100.614,6.77167,96.1535,72.8636,131.61,57.8592,69.0381,6.21918,73.3721,94.9848,66.4563,9.01593,134.719,38.2439,81.1864,76.1851,58.6164,20.7092,109.849,14.6765,83.2629,33.2436,76.3874,59.8818,69.169,41.6375,41.1296,57.0028,116.558,15.696,42.8548,39.6888,130.654,58.8595,69.2454,87.6878,46.4609,56.6309,114.723,13.0796,110.109,22.2217,90.3982,37.2516,131.306,49.3935,129.015,45.72,111.577,94.1411,122.652,29.0065,53.8326,25.5351,133.925,82.8557,71.1037,90.9844,112.32,65.1399,69.4806,21.2636,45.4046,30.4235,78.724,51.8828,124.009,8.67331,53.2363,26.4385,136.984,95.0518,133.813,84.1004,92.1632,72.3328,123.265,71.151,119.83,52.4864,127.435,91.4261,119.237,21.0042,83.9229,69.281,42.1334,6.87628,89.2776,40.3634,43.4081,41.7447,107.695,29.4147,76.1762,13.9939,91.875,17.9142,80.2262,67.3047,137.533,58.3095,102.946,63.9089,136.994,67.2965,117.22,89.177,124.816,65.8421,94.94,69.4118,90.0786,58.0577,101.566,60.0957,58.9313,2.90615,77.4021,48.8587,114.378,67.5899,76.4357,58.4253,48.2117,94.5035,93.1707,25.7878,117.788,77.0123,138.318,17.862,138.454,57.7296,126.049,57.7316,119.704,29.2168,105.319,42.7764,74.2465,85.2848,116.576,40.7994,106.128,93.8572,48.6439,7.58527,63.7262,28.4699,49.452,49.0591,60.3454,35.5123,63.0826,45.0758,68.5182,86.541,84.9548,45.3229,131.569,29.2393,42.8361
1.38,6.34458,113.212,10.0799,127.783,35.1337,52.3211,99.2512,53.0342,79.4215,54.2594,47.8287,116.711,16.1003,115.85,32.9857,61.3933,2.36354,130.105,36.7515,126.667,22.3841,46.4386,40.4859,73.3615,93.5808,42.0554,39.4772,123.126,23.3151,118.194,7.77798,94.96,24.0149,83.3447,25.6676,71.1642,66.0506,100.478,6.77167,96.0171,72.8636,131.474,57.8592,68.9018,6.21918,73.2357,94.9848,66.32,9.01593,134.583,38.2439,81.05,76.1851,58.48,20.7092,109.713,14.6765,83.1265,33.2436,76.251,59.8818,69.0326,41.6375,40.9933,57.0028,116.422,15.696,42.7184,39.6888,130.517,58.8595,69.109,87.6878,46.3245,56.6309,114.587,13.0796,109.972,22.2217,90.2618,37.2516,131.17,49.3935,128.879,45.72,111.441,94.1411,122.515,29.0065,53.6962,25.5351,133.789,82.8557,70.9674,90.9844,112.183,65.1399,69.3443,21.2636,45.2682,30.4235,78.5877,51.8828,123.872,8.67331,53.0999,26.4385,136.847,95.0518,133.676,84.1004,92.0269,72.3328,123.128,71.151,119.694,52.4864,127.299,91.4261,119.1,21.0042,83.7866,69.281,41.997,6.87628,89.1412,40.3634,43.2717,41.7447,107.558,29.4147,76.0398,13.9939,91.7387,17.9142,80.0898,67.3047,137.397,58.3095,102.809,63.9089,136.857,67.2965,117.084,89.177,124.68,65.8421,94.8037,69.4118,89.9423,58.0577,101.43,60.0957,58.7949,2.90615,77.2657,48.8587,114.242,67.5899,76.2993,58.4253,48.0753,94.5035,93.0344,25.7878,117.652,77.0123,138.181,17.862,138.318,57.7296,125.913,57.7316,119.567,29.2168,105.182,42.7764,74.1101,85.2848,116.44,40.7994,105.992,93.8572,48.5075,7.58527,63.5898,28.4699,49.3156,49.0591,60.2091,35.5123,62.9462,45.0758,68.3819,86.541,84.8184,45.3229,131.433,29.2393,42.6997
